Order_ID,Product,Plant,Shift,Order_Date,Planned_Quantity,Unit_Cost,Customer,Status,Completion_Date,Actual_Quantity,Total_Cost
O128684,Device P,Plant C,Evening,2023-11-20,751,40.42,Customer3,Completed,2023-11-29,707,28576.940000000002
O128685,Device P,Plant B,Evening,2023-04-12,654,35.07,Customer4,Delayed,2023-04-16,560,19639.2
O128686,Gadget X,Plant A,Night,2023-04-20,842,37.42,Customer1,Completed,2023-04-21,1054,39440.68
O128687,Device P,Plant A,Evening,2023-06-03,186,24.82,Customer2,Completed,2023-06-08,175,4343.5
O128688,Gadget Y,Plant B,Morning,2023-01-20,917,22.16,Customer2,In Progress,2023-01-26,946,20963.36
O128689,Gadget X,Plant B,Morning,2023-07-24,585,17.72,Customer1,Delayed,2023-07-26,579,10259.88
O128690,Gadget X,Plant A,Night,2023-03-12,267,47.63,Customer3,In Progress,2023-03-17,291,13860.33
O128691,Widget C,Plant B,Morning,2023-06-01,560,9.98,Customer4,In Progress,2023-06-03,638,6367.240000000001
O128692,Device Q,Plant B,Night,2023-03-08,518,23.72,Customer1,In Progress,2023-03-12,577,13686.439999999999
O128693,Device Q,Plant C,Morning,2023-07-14,540,40.69,Customer4,Delayed,2023-07-23,571,23233.989999999998
O128694,Widget C,Plant C,Morning,2023-11-02,795,32.21,Customer2,In Progress,2023-11-07,757,24382.97
O128695,Gadget Y,Plant C,Evening,2023-01-16,127,46.13,Customer3,Completed,2023-01-23,121,5581.7300000000005
O128696,Widget B,Plant B,Night,2023-08-11,545,38.84,Customer4,Completed,2023-08-15,510,19808.4
O128697,Device P,Plant B,Evening,2023-06-10,198,28.05,Customer2,Delayed,2023-06-16,212,5946.6
O128698,Widget A,Plant C,Night,2023-07-25,186,42.1,Customer4,In Progress,2023-07-26,168,7072.8
O128699,Device P,Plant C,Evening,2023-06-27,626,46.03,Customer1,In Progress,2023-07-01,694,31944.82
O128700,Widget A,Plant A,Morning,2023-03-30,235,32.95,Customer4,In Progress,2023-04-05,230,7578.500000000001
O128701,Device Q,Plant C,Evening,2023-04-25,114,15.27,Customer5,Completed,2023-05-04,119,1817.1299999999999
O128702,Gadget Y,Plant C,Morning,2023-02-28,292,37.3,Customer1,Completed,2023-03-02,306,11413.8
O128703,Widget B,Plant A,Night,2023-10-24,390,8.66,Customer2,In Progress,2023-11-01,384,3325.44
O128704,Widget B,Plant A,Night,2023-07-10,157,28.43,Customer2,Delayed,2023-07-15,158,4491.94
O128705,Widget B,Plant A,Morning,2023-11-14,687,8.91,Customer4,In Progress,2023-11-19,536,4775.76
O128706,Widget C,Plant A,Evening,2023-03-25,522,6.66,Customer4,Delayed,2023-03-26,464,3090.2400000000002
O128707,Gadget Y,Plant B,Morning,2023-05-10,452,17.35,Customer2,In Progress,2023-05-17,469,8137.150000000001
O128708,Widget A,Plant A,Evening,2023-09-20,888,41.28,Customer2,Completed,2023-09-22,905,37358.4
O128709,Widget B,Plant A,Morning,2023-05-06,450,35.74,Customer3,Delayed,2023-05-14,428,15296.720000000001
O128710,Gadget Y,Plant B,Morning,2023-07-24,577,8.6,Customer2,Completed,2023-08-01,568,4884.8
O128711,Device P,Plant A,Night,2023-05-16,270,21.53,Customer4,In Progress,2023-05-19,315,6781.950000000001
O128712,Widget A,Plant A,Evening,2023-09-16,162,39.28,Customer4,Completed,2023-09-17,155,6088.400000000001
O128713,Device Q,Plant A,Evening,2023-12-09,781,20.33,Customer2,In Progress,2023-12-15,873,17748.09
O128714,Widget C,Plant B,Morning,2023-11-24,310,47.68,Customer2,Completed,2023-12-03,330,15734.4
O128715,Gadget X,Plant C,Evening,2023-02-02,261,49.45,Customer5,Completed,2023-02-04,299,14785.550000000001
O128716,Widget A,Plant A,Morning,2023-09-05,481,6.05,Customer3,In Progress,2023-09-09,410,2480.5
O128717,Device Q,Plant A,Morning,2023-06-04,756,25.45,Customer3,Completed,2023-06-09,742,18883.899999999998
O128718,Device Q,Plant A,Evening,2023-09-24,581,28.54,Customer3,In Progress,2023-10-03,637,18179.98
O128719,Device Q,Plant A,Evening,2023-12-19,420,46.72,Customer1,Completed,2023-12-28,450,21024.0
O128720,Device P,Plant B,Morning,2023-09-24,985,22.78,Customer1,Delayed,2023-09-28,792,18041.760000000002
O128721,Widget A,Plant C,Evening,2023-12-29,966,8.48,Customer1,Delayed,2024-01-02,772,6546.56
O128722,Widget A,Plant A,Evening,2023-10-01,285,21.21,Customer2,Completed,2023-10-02,265,5620.650000000001
O128723,Gadget X,Plant A,Evening,2023-04-02,836,27.38,Customer2,Completed,2023-04-09,932,25518.16
O128724,Widget B,Plant B,Evening,2023-12-12,857,13.76,Customer5,In Progress,2023-12-16,883,12150.08
O128725,Device P,Plant C,Night,2023-12-16,617,22.92,Customer5,Delayed,2023-12-21,613,14049.960000000001
O128726,Device Q,Plant C,Night,2023-12-31,917,7.62,Customer3,Delayed,2024-01-04,933,7109.46
O128727,Gadget X,Plant C,Morning,2023-03-15,375,47.54,Customer3,Completed,2023-03-22,333,15830.82
O128728,Widget A,Plant A,Morning,2023-06-19,992,32.67,Customer1,In Progress,2023-06-28,1118,36525.060000000005
O128729,Device P,Plant A,Night,2023-09-16,446,46.86,Customer1,In Progress,2023-09-24,441,20665.26
O128730,Widget C,Plant A,Morning,2023-10-15,494,39.24,Customer2,In Progress,2023-10-23,551,21621.24
O128731,Widget A,Plant B,Night,2023-02-05,946,27.34,Customer2,In Progress,2023-02-07,1086,29691.24
O128732,Widget C,Plant B,Morning,2023-08-01,728,17.85,Customer2,Delayed,2023-08-10,668,11923.800000000001
O128733,Gadget Y,Plant B,Evening,2023-02-24,201,31.46,Customer4,Delayed,2023-02-27,173,5442.58
O128734,Widget C,Plant A,Evening,2023-04-27,345,26.1,Customer1,Completed,2023-05-05,314,8195.4
O128735,Widget A,Plant A,Night,2023-01-25,101,5.35,Customer1,Completed,2023-02-03,92,492.2
O128736,Gadget X,Plant A,Night,2023-06-02,241,33.66,Customer3,In Progress,2023-06-06,236,7943.759999999999
O128737,Widget A,Plant C,Night,2023-01-08,680,43.11,Customer1,In Progress,2023-01-12,753,32461.829999999998
O128738,Widget A,Plant B,Night,2023-02-22,850,45.24,Customer1,Delayed,2023-02-25,846,38273.04
O128739,Gadget Y,Plant B,Evening,2023-08-24,968,37.01,Customer4,Completed,2023-08-25,896,33160.96
O128740,Device Q,Plant C,Evening,2023-01-10,301,25.6,Customer5,Delayed,2023-01-18,285,7296.0
O128741,Widget B,Plant C,Night,2023-03-19,177,23.67,Customer1,In Progress,2023-03-21,181,4284.27
O128742,Widget A,Plant C,Night,2023-12-15,949,24.82,Customer4,In Progress,2023-12-21,937,23256.34
O128743,Gadget Y,Plant A,Morning,2023-05-09,858,43.92,Customer4,Delayed,2023-05-17,818,35926.560000000005
O128744,Gadget X,Plant C,Evening,2023-07-05,325,28.37,Customer4,Completed,2023-07-14,329,9333.73
O128745,Gadget Y,Plant A,Evening,2023-10-03,308,8.33,Customer3,In Progress,2023-10-09,266,2215.78
O128746,Gadget Y,Plant A,Night,2023-10-31,639,26.03,Customer2,Delayed,2023-11-04,581,15123.43
O128747,Widget C,Plant B,Morning,2023-08-21,137,41.24,Customer1,Completed,2023-08-23,133,5484.92
O128748,Widget B,Plant C,Evening,2023-03-13,450,16.19,Customer4,Completed,2023-03-15,528,8548.320000000002
O128749,Widget B,Plant A,Morning,2023-09-11,260,37.19,Customer3,Delayed,2023-09-18,199,7400.8099999999995
O128750,Device P,Plant A,Morning,2023-11-10,967,15.71,Customer1,Completed,2023-11-18,1263,19841.73
O128751,Device Q,Plant C,Evening,2023-10-21,599,34.65,Customer4,Delayed,2023-10-28,696,24116.399999999998
O128752,Gadget X,Plant A,Evening,2023-06-19,153,28.06,Customer1,Completed,2023-06-28,155,4349.3
O128753,Device P,Plant A,Morning,2023-09-09,671,26.56,Customer4,In Progress,2023-09-12,503,13359.679999999998
O128754,Device Q,Plant A,Morning,2023-12-10,850,35.97,Customer1,In Progress,2023-12-12,1093,39315.21
O128755,Device Q,Plant C,Evening,2023-01-07,344,26.62,Customer1,In Progress,2023-01-08,314,8358.68
O128756,Gadget Y,Plant A,Night,2023-07-25,487,35.85,Customer2,In Progress,2023-07-28,488,17494.8
O128757,Gadget X,Plant B,Morning,2023-01-20,665,47.48,Customer1,In Progress,2023-01-28,681,32333.879999999997
O128758,Device Q,Plant C,Evening,2023-01-26,605,18.42,Customer5,Completed,2023-01-27,610,11236.2
O128759,Gadget X,Plant B,Morning,2023-03-30,840,6.23,Customer1,Completed,2023-04-06,877,5463.71
O128760,Widget B,Plant B,Evening,2023-12-06,248,29.22,Customer2,Delayed,2023-12-07,258,7538.759999999999
O128761,Widget B,Plant B,Morning,2023-02-25,380,17.65,Customer2,In Progress,2023-02-27,356,6283.4
O128762,Widget B,Plant A,Morning,2023-07-17,406,28.76,Customer5,Delayed,2023-07-24,365,10497.400000000001
O128763,Widget A,Plant A,Night,2023-09-12,754,33.02,Customer2,Completed,2023-09-18,673,22222.460000000003
O128764,Gadget Y,Plant B,Morning,2023-08-16,433,30.77,Customer1,Delayed,2023-08-20,469,14431.13
O128765,Gadget X,Plant B,Morning,2023-03-03,112,33.9,Customer2,Delayed,2023-03-06,97,3288.2999999999997
O128766,Gadget Y,Plant C,Morning,2023-08-29,341,22.44,Customer3,Completed,2023-09-04,309,6933.96
O128767,Device Q,Plant B,Evening,2023-10-19,866,28.29,Customer4,Delayed,2023-10-23,1023,28940.67
O128768,Gadget X,Plant A,Evening,2023-10-03,544,26.15,Customer4,In Progress,2023-10-06,444,11610.599999999999
O128769,Gadget X,Plant B,Evening,2023-01-27,964,15.61,Customer5,Delayed,2023-01-29,827,12909.47
O128770,Device P,Plant B,Evening,2023-12-17,120,26.96,Customer5,Delayed,2023-12-18,145,3909.2000000000003
O128771,Gadget X,Plant C,Morning,2023-10-24,846,44.09,Customer1,In Progress,2023-10-27,853,37608.770000000004
O128772,Gadget X,Plant B,Night,2023-03-26,482,19.63,Customer3,Delayed,2023-04-03,483,9481.289999999999
O128773,Widget C,Plant C,Morning,2023-02-21,160,33.64,Customer1,Completed,2023-02-22,124,4171.36
O128774,Widget C,Plant C,Morning,2023-11-10,635,10.08,Customer3,In Progress,2023-11-12,552,5564.16
O128775,Device P,Plant B,Night,2023-12-12,316,6.94,Customer1,In Progress,2023-12-20,356,2470.6400000000003
O128776,Widget A,Plant B,Night,2023-09-08,134,49.22,Customer4,Delayed,2023-09-09,107,5266.54
O128777,Widget B,Plant A,Night,2023-08-03,378,18.34,Customer4,Completed,2023-08-11,395,7244.3
O128778,Device Q,Plant A,Night,2023-07-15,295,42.13,Customer2,In Progress,2023-07-23,302,12723.26
O128779,Device Q,Plant C,Night,2023-04-30,154,45.86,Customer3,Delayed,2023-05-01,156,7154.16
O128780,Gadget X,Plant C,Night,2023-07-22,201,21.91,Customer2,Delayed,2023-07-28,224,4907.84
O128781,Gadget Y,Plant A,Evening,2023-10-24,227,5.47,Customer1,Delayed,2023-10-27,216,1181.52
O128782,Device Q,Plant C,Night,2023-08-18,251,19.59,Customer1,Delayed,2023-08-21,297,5818.23
O128783,Widget C,Plant A,Night,2023-10-16,829,43.75,Customer3,Completed,2023-10-25,941,41168.75
O128784,Widget B,Plant C,Night,2023-08-16,416,44.12,Customer3,Completed,2023-08-20,418,18442.16
O128785,Widget A,Plant A,Night,2023-02-07,733,46.34,Customer4,Completed,2023-02-15,741,34337.94
O128786,Widget B,Plant A,Night,2023-05-26,828,41.59,Customer1,Delayed,2023-06-02,909,37805.310000000005
O128787,Gadget X,Plant C,Evening,2023-02-18,107,12.7,Customer5,Completed,2023-02-23,110,1397.0
O128788,Widget B,Plant C,Evening,2023-11-13,681,26.23,Customer3,Completed,2023-11-22,656,17206.88
O128789,Gadget X,Plant C,Evening,2023-01-16,991,24.58,Customer4,Delayed,2023-01-23,1104,27136.32
O128790,Device P,Plant B,Morning,2023-08-02,344,27.5,Customer5,Completed,2023-08-03,327,8992.5
O128791,Widget C,Plant B,Night,2023-03-26,711,31.55,Customer1,In Progress,2023-03-27,677,21359.350000000002
O128792,Widget C,Plant C,Evening,2023-08-30,801,21.83,Customer4,Completed,2023-09-03,715,15608.449999999999
O128793,Gadget X,Plant C,Night,2023-10-27,325,35.62,Customer4,Completed,2023-10-31,373,13286.259999999998
O128794,Gadget Y,Plant C,Night,2023-01-31,971,6.46,Customer1,Completed,2023-02-09,958,6188.68
O128795,Widget C,Plant C,Evening,2023-04-05,870,37.7,Customer5,In Progress,2023-04-13,905,34118.5
O128796,Gadget Y,Plant A,Evening,2023-06-04,115,29.01,Customer5,In Progress,2023-06-10,122,3539.2200000000003
O128797,Gadget X,Plant B,Night,2023-06-18,745,11.97,Customer3,In Progress,2023-06-26,661,7912.17
O128798,Device P,Plant C,Night,2023-04-24,248,31.37,Customer3,In Progress,2023-05-01,234,7340.58
O128799,Gadget X,Plant B,Morning,2023-09-16,742,7.89,Customer2,In Progress,2023-09-18,637,5025.929999999999
O128800,Device P,Plant B,Evening,2023-04-05,721,34.36,Customer5,In Progress,2023-04-10,775,26629.0
O128801,Device Q,Plant A,Night,2023-06-11,548,30.35,Customer2,Delayed,2023-06-14,480,14568.0
O128802,Widget C,Plant C,Morning,2023-08-04,426,49.45,Customer2,Completed,2023-08-07,387,19137.15
O128803,Gadget Y,Plant B,Night,2023-05-18,891,12.35,Customer5,In Progress,2023-05-19,799,9867.65
O128804,Gadget X,Plant A,Evening,2023-02-26,589,45.15,Customer3,Delayed,2023-03-02,671,30295.649999999998
O128805,Device Q,Plant C,Night,2023-06-15,732,24.2,Customer2,In Progress,2023-06-16,651,15754.199999999999
O128806,Widget C,Plant C,Evening,2023-07-24,503,9.7,Customer4,Delayed,2023-07-26,491,4762.7
O128807,Device Q,Plant B,Morning,2023-04-11,517,39.5,Customer4,In Progress,2023-04-13,476,18802.0
O128808,Device P,Plant A,Night,2023-09-19,273,48.94,Customer5,Delayed,2023-09-26,266,13018.039999999999
O128809,Gadget X,Plant A,Evening,2023-05-22,828,39.93,Customer1,Completed,2023-05-25,715,28549.95
O128810,Device Q,Plant A,Morning,2023-08-10,215,33.28,Customer4,Completed,2023-08-16,198,6589.4400000000005
O128811,Device Q,Plant A,Morning,2023-08-19,255,8.62,Customer5,In Progress,2023-08-20,177,1525.7399999999998
O128812,Device P,Plant C,Evening,2023-08-29,392,23.78,Customer1,In Progress,2023-09-06,400,9512.0
O128813,Widget B,Plant B,Night,2023-10-22,928,7.73,Customer5,In Progress,2023-10-31,763,5897.990000000001
O128814,Device P,Plant B,Evening,2023-07-21,252,21.72,Customer1,Delayed,2023-07-24,249,5408.28
O128815,Widget B,Plant A,Morning,2023-02-23,815,28.06,Customer3,Completed,2023-03-04,647,18154.82
O128816,Widget C,Plant A,Evening,2023-06-03,821,35.89,Customer3,Completed,2023-06-06,903,32408.670000000002
O128817,Gadget X,Plant A,Morning,2023-08-14,516,17.8,Customer4,In Progress,2023-08-15,526,9362.800000000001
O128818,Device Q,Plant B,Morning,2023-10-12,260,46.56,Customer5,Delayed,2023-10-15,272,12664.32
O128819,Widget C,Plant C,Morning,2023-03-03,456,27.43,Customer1,Delayed,2023-03-10,453,12425.789999999999
O128820,Widget A,Plant C,Morning,2023-06-16,394,26.08,Customer4,In Progress,2023-06-24,354,9232.32
O128821,Device P,Plant A,Night,2023-07-20,495,10.5,Customer4,Completed,2023-07-25,517,5428.5
O128822,Widget C,Plant C,Morning,2023-10-05,584,32.7,Customer5,Completed,2023-10-08,648,21189.600000000002
O128823,Widget C,Plant C,Morning,2023-05-26,305,21.35,Customer5,Delayed,2023-06-03,354,7557.900000000001
O128824,Device Q,Plant B,Morning,2023-06-14,460,47.04,Customer3,Delayed,2023-06-19,305,14347.199999999999
O128825,Widget B,Plant A,Evening,2023-06-10,341,44.79,Customer4,Delayed,2023-06-14,324,14511.96
O128826,Device P,Plant C,Night,2023-08-25,301,23.67,Customer2,In Progress,2023-08-26,272,6438.240000000001
O128827,Widget B,Plant A,Morning,2023-02-17,884,41.03,Customer4,In Progress,2023-02-19,835,34260.05
O128828,Gadget X,Plant A,Evening,2023-09-06,163,28.45,Customer5,In Progress,2023-09-09,155,4409.75
O128829,Widget C,Plant C,Morning,2023-01-26,511,26.71,Customer5,In Progress,2023-02-04,530,14156.300000000001
O128830,Device P,Plant B,Night,2023-05-25,584,36.73,Customer2,In Progress,2023-06-03,536,19687.28
O128831,Widget C,Plant C,Night,2023-09-17,900,41.06,Customer4,Delayed,2023-09-25,845,34695.700000000004
O128832,Gadget X,Plant B,Night,2023-01-09,521,33.6,Customer3,In Progress,2023-01-11,609,20462.4
O128833,Gadget Y,Plant C,Night,2023-09-23,824,43.22,Customer4,Delayed,2023-09-28,840,36304.799999999996
O128834,Gadget X,Plant A,Evening,2023-08-29,906,13.02,Customer3,Delayed,2023-09-02,919,11965.38
O128835,Widget B,Plant B,Night,2023-11-21,206,22.39,Customer5,Delayed,2023-11-26,185,4142.150000000001
O128836,Widget B,Plant B,Evening,2023-11-01,354,21.0,Customer4,In Progress,2023-11-05,384,8064.0
O128837,Widget C,Plant A,Evening,2023-02-09,959,40.91,Customer2,In Progress,2023-02-16,1070,43773.7
O128838,Widget B,Plant C,Night,2023-06-26,420,22.48,Customer3,In Progress,2023-07-01,373,8385.04
O128839,Device P,Plant B,Evening,2023-01-19,102,14.69,Customer3,Delayed,2023-01-27,126,1850.9399999999998
O128840,Gadget X,Plant C,Evening,2023-02-06,339,46.76,Customer4,In Progress,2023-02-15,357,16693.32
O128841,Widget C,Plant C,Night,2023-08-13,765,18.42,Customer5,Completed,2023-08-17,734,13520.28
O128842,Gadget X,Plant C,Morning,2023-11-01,208,45.45,Customer5,Completed,2023-11-09,200,9090.0
O128843,Gadget X,Plant A,Morning,2023-08-30,597,35.72,Customer4,In Progress,2023-09-03,545,19467.399999999998
O128844,Widget C,Plant C,Evening,2023-11-16,608,34.35,Customer2,Completed,2023-11-24,580,19923.0
O128845,Device Q,Plant A,Night,2023-01-31,572,18.61,Customer3,Completed,2023-02-07,524,9751.64
O128846,Gadget Y,Plant B,Night,2023-02-22,902,44.82,Customer1,Delayed,2023-03-02,877,39307.14
O128847,Device Q,Plant C,Night,2023-02-02,886,40.3,Customer2,Completed,2023-02-09,1092,44007.6
O128848,Widget B,Plant B,Morning,2023-01-17,789,10.93,Customer1,In Progress,2023-01-20,833,9104.69
O128849,Widget A,Plant C,Evening,2023-03-06,456,46.73,Customer5,Delayed,2023-03-10,401,18738.73
O128850,Device Q,Plant B,Night,2023-09-12,262,23.05,Customer2,Delayed,2023-09-19,245,5647.25
O128851,Widget A,Plant A,Evening,2023-03-08,953,41.38,Customer1,Completed,2023-03-15,963,39848.94
O128852,Widget A,Plant B,Night,2023-06-22,584,14.93,Customer2,Delayed,2023-06-24,551,8226.43
O128853,Widget B,Plant B,Night,2023-08-16,366,8.35,Customer5,Completed,2023-08-25,367,3064.45
O128854,Gadget Y,Plant C,Night,2023-03-29,765,42.96,Customer5,Delayed,2023-04-01,681,29255.760000000002
O128855,Gadget X,Plant C,Evening,2023-08-21,877,38.07,Customer3,Completed,2023-08-22,862,32816.340000000004
O128856,Widget C,Plant C,Morning,2023-08-28,529,8.81,Customer1,In Progress,2023-08-29,514,4528.34
O128857,Gadget Y,Plant C,Morning,2023-07-25,255,10.06,Customer3,Delayed,2023-08-01,294,2957.6400000000003
O128858,Widget A,Plant A,Evening,2023-02-06,950,26.46,Customer5,Delayed,2023-02-08,1030,27253.8
O128859,Device P,Plant B,Night,2023-12-14,246,24.41,Customer2,Delayed,2023-12-17,242,5907.22
O128860,Widget B,Plant B,Morning,2023-10-10,775,23.92,Customer4,Delayed,2023-10-16,800,19136.0
O128861,Device Q,Plant A,Morning,2023-05-28,856,46.93,Customer2,Completed,2023-05-31,924,43363.32
O128862,Widget B,Plant B,Evening,2023-04-18,973,24.82,Customer1,Completed,2023-04-26,926,22983.32
O128863,Device Q,Plant C,Evening,2023-03-11,219,17.65,Customer2,Delayed,2023-03-17,219,3865.35
O128864,Widget C,Plant C,Evening,2023-06-28,373,31.87,Customer2,Completed,2023-06-29,367,11696.29
O128865,Device P,Plant C,Night,2023-04-20,916,45.28,Customer5,In Progress,2023-04-26,1107,50124.96
O128866,Gadget X,Plant B,Night,2023-06-16,794,39.16,Customer1,Completed,2023-06-20,751,29409.159999999996
O128867,Gadget Y,Plant A,Evening,2023-12-28,619,49.57,Customer4,Completed,2024-01-05,595,29494.15
O128868,Device P,Plant A,Evening,2023-01-30,360,20.86,Customer5,Completed,2023-02-06,370,7718.2
O128869,Gadget Y,Plant B,Morning,2023-02-16,171,10.88,Customer5,Completed,2023-02-17,166,1806.0800000000002
O128870,Gadget Y,Plant A,Morning,2023-06-24,385,47.64,Customer2,Completed,2023-06-30,406,19341.84
O128871,Gadget X,Plant A,Evening,2023-02-19,363,42.82,Customer2,Completed,2023-02-21,373,15971.86
O128872,Gadget X,Plant C,Evening,2023-10-11,263,22.92,Customer5,In Progress,2023-10-15,259,5936.280000000001
O128873,Device Q,Plant B,Evening,2023-10-14,173,19.28,Customer3,In Progress,2023-10-21,157,3026.96
O128874,Gadget X,Plant A,Morning,2023-07-20,766,36.67,Customer1,Completed,2023-07-24,646,23688.82
O128875,Widget C,Plant B,Morning,2023-09-09,854,23.36,Customer4,Delayed,2023-09-10,938,21911.68
O128876,Widget B,Plant C,Night,2023-10-31,736,16.46,Customer5,Completed,2023-11-07,810,13332.6
O128877,Widget A,Plant C,Morning,2023-07-13,460,5.76,Customer4,Completed,2023-07-17,485,2793.6
O128878,Gadget X,Plant A,Morning,2023-11-12,882,33.07,Customer3,Delayed,2023-11-15,959,31714.13
O128879,Widget B,Plant B,Evening,2023-02-16,439,37.31,Customer3,Completed,2023-02-17,480,17908.800000000003
O128880,Device Q,Plant B,Evening,2023-06-22,137,46.32,Customer2,Completed,2023-06-26,139,6438.4800000000005
O128881,Gadget X,Plant C,Night,2023-05-09,309,13.76,Customer4,Completed,2023-05-18,281,3866.56
O128882,Widget A,Plant C,Evening,2023-07-13,602,40.38,Customer5,In Progress,2023-07-21,636,25681.68
O128883,Device P,Plant C,Evening,2023-04-29,975,6.75,Customer3,Completed,2023-05-02,1046,7060.5
O128884,Gadget X,Plant A,Morning,2023-12-22,394,14.13,Customer4,Completed,2023-12-25,386,5454.18
O128885,Widget B,Plant B,Evening,2023-01-23,473,46.74,Customer5,Completed,2023-01-30,467,21827.58
O128886,Device Q,Plant A,Morning,2023-12-16,559,17.08,Customer5,Completed,2023-12-18,558,9530.64
O128887,Device Q,Plant B,Morning,2023-08-18,398,31.28,Customer5,In Progress,2023-08-21,381,11917.68
O128888,Widget C,Plant C,Evening,2023-03-30,468,31.26,Customer4,In Progress,2023-04-02,473,14785.980000000001
O128889,Device Q,Plant A,Evening,2023-02-17,181,20.26,Customer5,In Progress,2023-02-23,164,3322.6400000000003
O128890,Device P,Plant A,Morning,2023-04-12,774,27.87,Customer4,In Progress,2023-04-18,796,22184.52
O128891,Device Q,Plant A,Night,2023-05-15,662,19.78,Customer5,Completed,2023-05-19,598,11828.44
O128892,Device Q,Plant C,Evening,2023-11-14,905,31.19,Customer4,Delayed,2023-11-16,789,24608.91
O128893,Device P,Plant A,Morning,2023-06-21,190,13.52,Customer3,Delayed,2023-06-26,209,2825.68
O128894,Device P,Plant A,Morning,2023-12-19,171,48.44,Customer4,Delayed,2023-12-25,148,7169.12
O128895,Widget A,Plant C,Evening,2023-08-14,518,28.65,Customer3,Completed,2023-08-18,556,15929.4
O128896,Widget B,Plant B,Morning,2023-12-03,791,24.06,Customer5,In Progress,2023-12-11,766,18429.96
O128897,Gadget Y,Plant A,Evening,2023-04-14,195,12.34,Customer3,Delayed,2023-04-20,158,1949.72
O128898,Device Q,Plant C,Night,2023-01-04,108,30.59,Customer5,In Progress,2023-01-06,100,3059.0
O128899,Gadget Y,Plant A,Night,2023-09-26,783,10.84,Customer3,Completed,2023-10-04,747,8097.48
O128900,Gadget Y,Plant A,Morning,2023-10-09,107,36.56,Customer2,Completed,2023-10-10,98,3582.88
O128901,Widget C,Plant B,Evening,2023-12-18,683,33.54,Customer1,Delayed,2023-12-25,554,18581.16
O128902,Gadget X,Plant C,Evening,2023-03-26,228,29.66,Customer5,Delayed,2023-03-28,209,6198.94
O128903,Device Q,Plant B,Night,2023-10-16,124,22.92,Customer4,In Progress,2023-10-17,124,2842.0800000000004
O128904,Gadget X,Plant B,Night,2023-11-19,938,25.67,Customer1,Delayed,2023-11-20,1011,25952.370000000003
O128905,Gadget X,Plant C,Evening,2023-09-20,621,28.74,Customer3,Delayed,2023-09-23,627,18019.98
O128906,Widget C,Plant B,Morning,2023-07-26,979,14.98,Customer5,Completed,2023-07-30,1110,16627.8
O128907,Gadget Y,Plant A,Evening,2023-01-07,839,18.91,Customer1,Completed,2023-01-09,869,16432.79
O128908,Device P,Plant C,Morning,2023-10-26,592,43.32,Customer4,Completed,2023-11-04,623,26988.36
O128909,Gadget X,Plant C,Morning,2023-06-25,569,8.04,Customer3,Delayed,2023-07-01,510,4100.4
O128910,Device P,Plant A,Evening,2023-08-06,992,40.82,Customer1,In Progress,2023-08-15,985,40207.7
O128911,Device P,Plant A,Evening,2023-06-03,530,21.94,Customer1,Delayed,2023-06-09,481,10553.140000000001
O128912,Widget C,Plant A,Night,2023-03-17,283,22.99,Customer3,Delayed,2023-03-26,288,6621.12
O128913,Widget C,Plant B,Night,2023-04-26,851,21.86,Customer5,Delayed,2023-05-01,702,15345.72
O128914,Widget B,Plant B,Night,2023-07-03,396,32.0,Customer1,Completed,2023-07-11,361,11552.0
O128915,Device Q,Plant B,Morning,2023-06-17,499,25.62,Customer4,Delayed,2023-06-21,496,12707.52
O128916,Gadget X,Plant B,Night,2023-12-31,252,24.56,Customer3,Delayed,2024-01-02,251,6164.5599999999995
O128917,Gadget Y,Plant B,Evening,2023-03-07,641,10.41,Customer2,Completed,2023-03-12,652,6787.32
O128918,Widget A,Plant B,Morning,2023-04-14,780,47.4,Customer3,In Progress,2023-04-16,582,27586.8
O128919,Widget C,Plant C,Night,2023-05-23,850,40.36,Customer2,In Progress,2023-05-26,796,32126.56
O128920,Device P,Plant C,Evening,2023-02-13,544,26.63,Customer5,In Progress,2023-02-18,561,14939.43
O128921,Widget B,Plant C,Evening,2023-08-11,148,12.14,Customer3,Completed,2023-08-12,144,1748.16
O128922,Widget A,Plant C,Night,2023-12-23,957,47.05,Customer1,Completed,2023-12-27,1045,49167.25
O128923,Widget C,Plant C,Evening,2023-05-20,573,13.0,Customer1,Completed,2023-05-25,514,6682.0
O128924,Widget B,Plant C,Evening,2023-05-14,431,11.94,Customer1,Delayed,2023-05-16,455,5432.7
O128925,Device P,Plant B,Evening,2023-05-03,397,13.27,Customer3,In Progress,2023-05-10,388,5148.76
O128926,Gadget X,Plant C,Night,2023-08-12,732,9.14,Customer1,Completed,2023-08-20,521,4761.9400000000005
O128927,Device Q,Plant A,Evening,2023-04-10,162,12.43,Customer2,Completed,2023-04-17,193,2398.99
O128928,Device Q,Plant C,Morning,2023-05-18,450,33.95,Customer4,Delayed,2023-05-20,497,16873.15
O128929,Widget B,Plant A,Evening,2023-03-21,637,14.46,Customer1,In Progress,2023-03-25,558,8068.68
O128930,Widget C,Plant A,Evening,2023-02-09,521,25.03,Customer5,Completed,2023-02-14,608,15218.240000000002
O128931,Device Q,Plant C,Night,2023-08-09,734,29.64,Customer4,In Progress,2023-08-11,681,20184.84
O128932,Device Q,Plant B,Evening,2023-12-09,255,35.87,Customer2,Delayed,2023-12-15,275,9864.25
O128933,Gadget X,Plant B,Night,2023-11-12,553,12.82,Customer1,In Progress,2023-11-14,621,7961.22
